row_id,source_page,source_row,company,added_date,description,website,headcount,employees,country,region,city,url_slug,ownership_type,founded,total_funding_m,last_funding_amount_m,last_funding_date,last_funding_type,last_funding_lead_investor,investor_type,investors,investment_count,company_address,growth_3mo_headcount,growth_6mo_headcount,growth_1yr_headcount,growth_2yr_headcount,growth_3yr_headcount,growth_4yr_headcount,growth_5yr_headcount,growth_3mo_web_traffic,growth_extra_1,growth_extra_2,qa_pass,qa_flags
468,3,91,Tenderd,,"Jul 28,2025 12:57 PM specializes in fleet management and__ Tenderd is a technology company that",tenderd.com,51-200,,United Arab,Emirates,Dubai,Dubai,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_last_funding_type
469,3,92,PlanRadar,"Jul 28, 2025 12.57 PM",PlanRadar is a software company that provides digital platform for construction__.,planradar.com,201-500,445,Austria,Vienna,Vienna,planradar,Private Equity,2013,103.1,67.9,"Jan 19,2022",,,,,,"Wien, Wien 1010, AT",1%,4%,35%,155%,373%,2%,,,,,no,missing_last_funding_type
470,3,93,Meal Ticket,"Jul 28, 2025 12.57 PM",Meal Ticket is a software company that provides specialized solutions for foodservi__.,mealticket.com,51-200,,United States,(USA),Idaho,Boise,Venture Capital,2010,,,"Jul 14,2015",Series,Techstars,Corporate,Techstars,,"1555 SHORELINE DRIVE; #150; BOISE, Idaho 83702,US",3%,10%,6%,51%,127%,156%,,,,,yes,
471,3,94,Go Autonomous,,"Jul 28,2025 12:57 PM specializing in Al-powered automation_. Go Autonomous is software company",goautonomous.io,11-50,,Denmark,nla,Copenhagen,gu)-autonomous,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_last_funding_type
472,3,95,4intelligence,"~Jul 28, 2025 12.57 PM",4intelligence is consulting firm that specializes in providing_. data analytics and,4intelligence.ai,51-200,,Brazil,nla,nla,4intelligence-data-,Other Financial,2016,,,"Jun 21, 2021",Series,Airborne Ventures,nja,Airborne Ventures,,"Alameda Santos; 2400; Alameda Santos, 2400, Jardim Paulista ,",5%,-2%,~22%,-22%,~34%,-23%,1%,28%,,,yes,
473,3,96,Smacc,"Jul 28, 2025 12.57 PM",SMACC is a software company that specializes in providing enterprise resource__,smacc.com,51-200,,Saudi Arabia,Riyadh,Riyadh,srnaccsoftware,Venture Capital,1980,,,"Dec 31, 2016",Series,nja,nja,nja,,"Eastern Ring Road, Exit 14, Al Riyan Area Riyadh, Saudi Arabia;",23%,94%,117%,105%,516 %,750%,-18%,,,,yes,
474,3,97,intelmatix,,"Jul 28,2025 12:57 PM Intelmatix is a technology company specializing in Al and decision intelligence_",intelmatix.ai,51-200,,Saudi Arabia,Riyadh,Riyadh,intelmatix,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_last_funding_type
475,3,98,Verity,"Jul 28, 2025 12.57 PM",Verity is automated inventory management solutions__ technology company specializing in,verity.net,51-200,178,Switzerland,Zurich,Zurich,verity-studios,Venture Capital,2014,,,"Jul 10, 2023",,,,,,"Binzmiihlestrasse 81; Zurich, CH",4%,5%,~10%,10%,37%,85%,187%,43%,,,no,missing_last_funding_type
476,3,99,Praktis,"Jul 28, 2025 12.57 PM",Praktis is a supply chain solutions provider that specializes in manufacturing and logisti__,praktis.co,201-500,210,Indonesia,Jakarta,South Jakarta,plakasa-triputra -,Venture Capital,2017,20,,"Apr 30,2023",Series,East Ventures,nja,East Ventures,20,"Jakarta, ID",8 %,-10%,1%,9%,165%,600%,400%,19%,,,yes,
477,3,100,Tradlinx,"Jul 28, 2025 12.57 PM","Tradlinx is a offers the Zimgo service, logistics software provider that cloud-based__.",tradlinx.com,51-200,,S.A.R,Hong,Kong,Hong Kong Island,Venture Capital,2015,9.5,,"Nov 14,2022",,,,,,"WEST SAI; YING PUN; HONG KONG, HK",6 %,9%,7%,45%,314%,-14%,,,,,no,missing_last_funding_type
478,3,101,Fresho,"Jul 28, 2025 12.57 PM",Fresho is wholesale food supply management: It offer_ software provider specializing in,fresho.com,51-200,,Australia,Victoria,Melbourne,fresho-,Venture Capital,2016,34.2,,"Nov 25, 2024",,,,,,"412 St Kilda Rd; Melbourne, Victoria 3004, AU",7%,11%,28%,35%,37%,88%,220%,,,,no,missing_last_funding_type
479,3,102,Logixboard,"Jul 28, 2025 12.57 PM",Logixboard is a logistics technology provider that offers a customer experience platform_.,logixboard.com,51-200,,United States,(USA),Washington,Seattle,Private Equity,2016,50.8,,,,,,,,"1100 NE Campus Pkwy; Suite 200; Seattle, Washington 98105,",~2%,2%,-41%,-60%,-52%,27%,206%,4%,,,no,missing_last_funding_type
480,3,103,MyCarrier,,"Jul 28,2025 12:57 PM MyCarrier is a offers comprehensive platform for freight_ logistics software provider that go mycarrierio",,51-200,,United States,(USA),Arizona,Scottsdale,,,,,,,,,,,,,,,,,,,,,,no,missing_added_date ; missing_website ; missing_last_funding_type
481,3,104,Ugaoo,"Jul 28, 2025 12.57 PM","Ugaoo is an online plant store specializing in a wide range of gardening products, including_.",ugaoo.com,51-200,147,India,Maharashtra,Pune,uilaoo,Venture Capital,2015,5.6,,"Nov 11, 2024",Series,DSG Consumer Partners,nla,v3 Ventures,,"Maharashtra 411045, IN",5%,10%,31%,96%,286%,600%,818%,,,,yes,
482,3,105,Mappedin,"Jul 28, 2025 12.57 PM",Mappedin Inc_ is a mapping software provider specializing in indoor mapping and navigatio_.,mappedin.com,51-200,95,FI Canada,Ontario,Waterloo,mappedin,Private Equity,2011,16.1,8.6,"Feb 21, 2023",Series,Channel Equity Partners,nla,Channel Equity Pa,,"14 Erb St W; Waterloo, Ontario NZL 1S7, CA",~1%,2%,-7%,28%,48%,86 %,,,,,yes,
483,3,106,ItrxxbnitrefAJ,"Jul 28, 2025 12.57 PM",RTMAP is a software service provider specializing in smart retail solutions and_,rtmap.com,1-10,,China,Beijing,Haidian,"%e5""8c%97%e4..",Venture Capital,2011,12,,"Oct 14,2015",,,,,12,"Xiz,1L5, CN",34%,1%,5%,27%,,,,,,,no,missing_last_funding_type
484,3,107,Altana,"Jul 28, 2025 12.57 PM","Altana is a technology company specializing in supply chain management and complianc_. altana,ai ""51-200 258 (USA) United States New York New York altana-trade",,,,,,,,Venture Capital,2018,322,200,"Jul 28, 2024",,,,,24,"New York, NY, US",7%,8 %,30%,89%,150%,706%,-29%,,,,no,missing_website ; missing_last_funding_type
485,3,108,Jugnu,"Jul 28, 2025 12.57 PM",Jugnu is a B2B empowers small retail stores in commerce platform that Pakistan by_ jugnu pk,,201-500,318,Pakistan,Punjab,Lahore,jugnutech,Venture Capital,2019,24.4,22.5,"Mar 23,2022",,,,,30,"Lahore, Pakistan; Lahore, Punjab, PK",41%,1%,~1%,-24%,62%,478%,,,,,no,missing_website ; missing_last_funding_type
486,3,109,Partful,"Jul 28, 2025 12.57 PM",Partful is a software company that specializes in providing 3D exploded parts catalogs and_,partful.io,11-50,,(UK),United Kingdom,England,Manchester,Private Equity,2017,14.6,,,,,,,,"24 Lever Street; Third Floor; Manchester; England MI 1DZ, GB",4%,7%,10%,,,,,,,,no,missing_last_funding_type
487,3,110,Certified B Corp,"Jul 28, 2025 12.57 PM",Greenly is a carbon management consulting company that offers solutions for businesse__ greenly earth,,51-200,308,United States,(USA),New York,New York,Venture Capital,2019,52.5,25,"Mar 19, 2024",,,,,25,"1411 Broadway; New York, NY 11106, US",2%,12%,28%,28 %,45%,190%,503%,825%,3%,,no,missing_website ; missing_last_funding_type
