company,added_date,status,description,website,headcount,ownership_type,founded,total_funding_m,last_funding_amount_m,last_funding_type,last_funding_lead_investor,company_address,growth_metrics,source_page,source_row,raw_row_text
Partful,"Jul 28, 2025 12.57 PM",save | hide,Partful is a software company that specializes in providing 3D exploded parts catalogs and_ (UK) stimsonvt,partful.io,11-50,Private Equity,2017,,14.6,,,"24 Lever Street; Third Floor; Manchester; England MI 1DZ, GB",4% | 7% | 10%,,,"save | hide | Partful | Jul 28,2025 12.57 PM | Partful is a software company that specializes | in providing 3D exploded parts catalogs and_ | partful.io | 11-50 | (UK) | United Kingdom | England | Manchester | stimsonvt | Load contacts | ntacts | Private Equity | 2017 | 14.6 | Dec 9 2024 | Series / | Blumberg Capital | nla | Northern Gritstone | nla | nla | nla | nla | 4% | 7% | 10% | nla | nfa | nla | nla | nfa | 24 Lever Street; Third Floor; Manchester; England MI 1DZ, GB | nfa | nfa | nfa | nfa | nla"
Pbal (1tz) @T0ST04&,"Jul 28, 2025 12.57 PM",hide,chain management company that specialize._ PMER (Huimin) logistics and supply huimin cn Chaoyang; %e4%b8%ad%e5_,huimin.cn,11-50,Private Equity,2013,,516.9,Series,China Renaissance #454,"QA6A,1L5, CN",75 % | 1% | 0% | -63% | -66 % | -50%,,,"hide | Pbal (1tz) @T0ST04& | Jul 28, 2025 12.57 PM | chain management company that specialize._ | PMER (Huimin) | logistics and supply | huimin cn | 11-50 | 139 | China | Liaoning | Liaoning | Chaoyang; | %e4%b8%ad%e5_ | Load contacts | ntacts | Private Equity | 2013 | 516.9 | 224.9 | Sep | 2019 | Series | China Renaissance #454 | Corporate | #eeur6tji' | beequick cn | nla | nla | nla | 75 % | 1% | 0% | -63% | -66 % | -50% | nia | QA6A,1L5, CN | nla | nfa | nla | nla | ~nla"
Pepper,"Jul 28, 2025 12.57 PM",save | hide,Pepper i provides Pepper is = provides eCommerce solutions for food__ eCommerce technology company that solutions for food . usepepper com fepepper epepper,usepepper.com,11-50,Venture Capital,2019,,46,Series,Greylock,New York City; New York; US,1% | 5% | 60% | 216% | 216 % | 309% | 950% | 888% | 47%,,,"save | hide | Pepper | Jul 28, 2025 12.57 PM | Pepper i | provides | Pepper is = | provides eCommerce solutions for food__ | eCommerce | technology company that | solutions for | food . | usepepper com | usepepper.com | 11-50 | 168 | United States | (USA) | New York | New York | fepepper | epepper | Load contacts | ntacts | Venture Capital | 2019 | 46 | May 12 , 2024 | Series | Greylock | nla | bossa invest | nla | nla | nla | nla | 1% | 5% | 60% | 216% | 216 % | 309% | 950% | 888% | 47% | New York City; New York, US | New York City; New York; US | nla | nla | nla | nfa | nla | nlal"
Petpooja,"Jul 28, 2025 12.57 PM",save,"Prayosha Food Services Private Limited is restaurant technology provider specializing petpooja com 1,001- 000 289 India Gujarat Ahmedabad putpooja-prayosha- fcod-service-pvt _",udaan.com,,,2011,,8.9,Series,Aroa Venture Partners,"3rd Floor; Gopal Palace; Nehrunagar; Ahmedabad,",11% | 20% | 34% | 77% | 160% | 395% | 596 %,,,"save | (hide | Petpooja | Jul 28, 2025 12.57 PM | Prayosha Food Services Private Limited is | restaurant technology provider specializing | petpooja com | 1,001- | 000 | 289 | India | Gujarat | Ahmedabad | putpooja-prayosha- | fcod-service-pvt _ | Load contacts | ntacts | Public | 2011 | 8.9 | 4.5 | Nov 14, 2021 | Series | Aroa Venture Partners | nfa | udaan.com | nla | nla | nla | 130 | nla | 11% | 20% | 34% | 77% | 160% | 395% | 596 % | ~nla | Wing | Gujarat 380015, IN | 3rd Floor; Gopal Palace; Nehrunagar; Ahmedabad, | nla | nfa | nfa | nla | ~nla"
Physna,"Jul 28, 2025 12.57 PM",save | hide,specializes technology company that 3D geometric search and_. physna com Columbus pliysna-Ilc,physna.com,51-200,Private Equity,2015,,,Series,GV (Google Ventures),"250 West St; Columbus, Ohio 43215, US",~9% | -28% | ~37% | -37% | ~42% | ~56% | ~31% | 27% | 774%,,,"save | hide | Physna | Jul 28,2025 12.57 PM | Physna | specializes | technology company that | 3D geometric search and_. | physna com | 51-200 | United States | (USA) | Ohio | Columbus | pliysna-Ilc | Load contacts | ntacts | Private Equity | 2015 | Jun 30, 2021 | Series | GV (Google Ventures) | nla | Drive Capital | nla | nla | nla | nla | ~9% | -28% | ~37% | -37% | ~42% | ~56% | ~31% | 27% | 774% | 250 West St; Columbus, Ohio 43215, US | nla | nfa | nla | nla | ~nla"
Pico,"Jul 28, 2025 12.57 PM",save | hide,Pico MES is a technology solutions company that specializes in digital manufacturing_ picomes com San Francisco picomes,picomes.com,11-50,Venture Capital,2017,,16.1,Series,Congruent Ventures,"San Francisco, CA 94116, US",~3% | ~31% | -31% | ~15% | 6 % | 28% | 77% | 433% | 134%,,,"save | hide | Pico | Jul 28,2025 12.57 PM | Pico MES is a technology solutions company | that | specializes in digital manufacturing_ | picomes com | 11-50 | United States | (USA) | California | San Francisco | picomes | Load contacts | ntacts | Venture Capital | 2017 | 16.1 | 12.3 | Aug 21, 2023 | Series | Congruent Ventures | nla | Congruent Venture | nla | nla | nla | nla | ~3% | ~31% | -31% | ~15% | 6 % | 28% | 77% | 433% | 134% | San Francisco, CA 94116, US | nla | nla | nla | nla | ~nla"
Pietra,"Jul 28, 2025 12.57 PM",save | hide,Pietra is an e-commerce platform for entrepreneurs__ technology company that provides (USA) pietra-marketplace,pietrastudio.com,11-50,Venture Capital,2019,,36,Series,Abstract,"New York, NY 11201,US","3% | 8 % | 8% | 13% | ~47% | 265% | 1,077% | 960%",,,"save | hide | Pietra | Jul 28,2025 12.57 PM | Pietra is | an e-commerce platform for entrepreneurs__ | technology company that provides | pietrastudio.com | 11-50 | 106 | (USA) | United States | New York | New York | pietra-marketplace | Load contacts | ntacts | Venture Capital | 2019 | 36 | Mar 10, 2023 | Series | Abstract | nja | Dreamers VC | nia | nia | nja | nja | 3% | 8 % | 8% | 13% | ~47% | 265% | 1,077% | 960% | nla | New York, NY 11201,US | nfa | nla | nfa | nla | nfa"
Pixibo,"Jul 28, 2025 12.57 PM",,Pixibo is a technology company specializing in size and fit solutions for the fashion retail _ pixibo,wearepixibo.com,11-50,Venture Capital,2016,,2.4,Series,Atlas Ventures,"Feb 23, 2021",,,,"Pixibo | Jul 28, 2025 12.57 PM | Pixibo is a technology company specializing | in size and fit solutions for the fashion retail _ | wearepixibo.com | 11-50 | nla | Singapore | nla | nla | pixibo | Load contacts | ntacts | Venture Capital | 2016 | 2.4 | Feb 23, 2021 | Series | Atlas Ventures | nla | starttoday jp | nja | nla | nja | nja | nla | nla | nfa | nla | nla | nla | nla | nla | nla | nla | nfa | nla | nla | nla | nla"
plancraft,"Jul 28, 2025 12.57 PM",save | hide,cloud-based solutions for tradespeople and_. Plancraft is software company that provides plancraft de plancraft-software,plancraft.de,51-200,Venture Capital,2020,,15.1,Series,BitStone Capital,"Flora-Neumann-StraBe 6; Hamburg; 20357, DE","18 % | 42% | 141% | 235% | 642% | 1,055% | -94%",,,"save | hide | plancraft | Jul 28, 2025 12.57 PM | cloud-based solutions for tradespeople and_. | Plancraft is | software company that provides | plancraft de | 51-200 | 104 | Germany | Hamburg | Hamburg | plancraft-software | Load contacts | ntacts | Venture Capital | 2020 | 15.1 | Jun | 2024 | Series | BitStone Capital | nla | xdeck | Creanc | nla | nla | nla | nla | 18 % | 42% | 141% | 235% | 642% | 1,055% | nfa | -94% | Flora-Neumann-StraBe 6; Hamburg; 20357, DE | nfa | nfa | nla | nfa | nfa"
Plandek,"Jul 28, 2025 12.57 PM",save | hide,Plandek is specializes in providing engineering-_. software company that plandek com London plandek,plandek.com,11-50,Private Equity,2017,,,Series,YFM Equity Partners,"SEI OHS, GB",11% | 19% | 44% | 63% | 157% | 206% | 145% | -15%,,,"save | hide | Plandek | Jul 28, 2025 12.57 PM | Plandek is | specializes in providing engineering-_. | software company that | plandek com | 11-50 | United Kingdom | (UK) | England | London | plandek | Load contacts | ntacts | Private Equity | 2017 | Oct 16, 2022 | Series | YFM Equity Partners | nla | Supernode Global | nla | nla | nla | nla | 11% | 19% | 44% | 63% | 157% | 206% | 145% | -15% | The Print Rooms, Unit 313; 164-180 Union St; Southwark; London | SEI OHS, GB | nla | nla | nla | nla | nla"
Planet FWD,"Jul 28, 2025 12.57 PM",save | hide,Planet FWD is a consulting firm specializing in decarbonization solutions for businesses in__. (USA) planet-fwd,planetfwd.com,11-50,Venture Capital,2019,,15.2,Series,Acre Venture Partners,"San Francisco, US","2% | -7% | ""7% | 7% | 5% | 40% | 216 % | 850% | -30%",,,"save | hide | Planet FWD | Jul 28,2025 12.57 PM | Planet FWD is a consulting firm specializing in | decarbonization solutions for businesses in__. | planetfwd.com | 11-50 | (USA) | United States | California | San Francisco | planet-fwd | Load contacts | ntacts | Venture Capital | 2019 | 15.2 | May 25,2022 | Series | Acre Venture Partners | nla | Concrete Rose Ca | nla | nla | nla | nla | 2% | -7% | ""7% | 7% | 5% | 40% | 216 % | 850% | -30% | San Francisco, US | nla | nla | nfa | nia | nla"
PlanRadar,"Jul 28, 2025 12.57 PM",save | hide,PlanRadar is a software company that provides digital platform for construction__. planradar,planradar.com,201-500,Private Equity,2013,,103.1,,,"Wien, Wien 1010, AT",1% | 4% | 1% | 35% | 155% | 373% | 2%,,,"save | hide | PlanRadar | Jul 28,2025 12.57 PM | PlanRadar is a software company that | provides | digital platform for construction__. | planradar.com | 201-500 | 445 | Austria | Vienna | Vienna | planradar | Load contacts | ntacts | Private Equity | 2013 | 103.1 | 67.9 | Jan 19,2022 | Series B | volksbank-ventures berlin | nja | Insight Partners | nia | nia | nja | nja | 1% | 4% | 1% | 35% | 155% | 373% | 2% | Wien, Wien 1010, AT | nla | nja | nfa | nla | nfa"
PlatformE,"Jul 28, 2025 12.57 PM",,"that offers the RIPE SDK, enabling business. Platforme software development company platforme - international",platforme.com,11-50,Venture Capital,2016,,16.6,Series,nla,"Rua Sa da Bandeira; 605; Porto, Porto 4000-437, PT",~5% | 5% | ~15% | -15% | 5% | 4% | 11% | 31%,,,"Khide | PlatformE | Jul 28, 2025 12.57 PM | that offers the RIPE SDK, enabling business. | Platforme | software development company | platforme.com | 11-50 | Portugal | Porto | Porto | platforme - | international | Load contacts | ntacts | Venture Capital | 2016 | 16.6 | Oct 27, 2019 | Series | nla | Corporate | pmeinvestimentos | Catalyst Capital | nla | nla | nla | ~5% | 5% | ~15% | -15% | 5% | 4% | 11% | 31% | nla | Rua Sa da Bandeira; 605; Porto, Porto 4000-437, PT | nla | nla | nla | nla | nla"
Plecto Latinoamerica,"Jul 28, 2025 12.57 PM",save,performance management solutions through Plecto software company that provides Guatemala Guatemala Guatemala City plecto-latin-america,plecto.com,1-10,Venture Capital,2012,,1.5,Series,Nordic Eye Venture,"Jun 27, 2019",-44%,,,"save | Khide | Plecto Latinoamerica | Jul 28, 2025 12.57 PM | performance management solutions through | Plecto | software company that provides | plecto.com | 1-10 | Guatemala | Guatemala | Guatemala | City | plecto-latin-america | Load contacts | ntacts | Venture Capital | 2012 | 1.5 | 1.5 | Jun 27, 2019 | Series | Nordic Eye Venture | Grow | nja | Nordic Eye Ventur | nja | nla | nja | nla | nla | nla | nja | nla | nja | nja | nla | nja | nja | -44% | nja | nla | nla | nla | nla | nja"
Polestar Analytics,"Jul 28, 2025 12.57 PM",hide,Polestar Solutions specializing in Al and analytics solutions consulting firm tor . polestarllp com Dallas polestarsolutions__,polestarllp.com,"501-1,000",Venture Capital,2012,,2022,Series,nla,"4131 NCX; Suite 900; Dallas, Texas 75204,US",-23%,,,"ave | hide | Polestar Analytics | Jul 28, 2025 12.57 PM | Polestar Solutions | specializing in Al and analytics solutions | consulting firm | tor . | polestarllp com | 501-1,000 | 623 | United States | (USA) | Texas | Dallas | polestarsolutions__ | Load contacts | ntacts | Venture Capital | 2012 | nla | Jan | 2022 | Series | nla | nla | nla | nla | nla | nla | nla | nla | nla | nia | nla | nla | nla | nla | nla | -23% | 4131 NCX; Suite 900; Dallas, Texas 75204,US | nla | nla | nla | nla | ~nla"
Praktis,"Jul 28, 2025 12.57 PM",save | hide,Praktis is a supply chain solutions provider that specializes in manufacturing and logisti__ plakasa-triputra - stilusi,praktis.co,201-500,Venture Capital,2017,,20,Series,East Ventures,"Jakarta, ID","8 % | -10% | 1% | 9% | 165% | 600% | 1,400% | 19%",,,"save | hide | Praktis | Jul 28,2025 12.57 PM | Praktis is a supply chain solutions provider | that | specializes in manufacturing and logisti__ | praktis.co | 201-500 | 210 | Indonesia | Jakarta | South Jakarta | plakasa-triputra - | stilusi | Load contacts | ntacts | Venture Capital | 2017 | 20 | Apr 30,2023 | Series | East Ventures | nja | East Ventures | nia | nia | nla | nja | 8 % | -10% | 1% | 9% | 165% | 600% | 1,400% | 19% | JI. Mataram No.6 , Selong, Kebayoran Baru; Jakarta Selatan, | Jakarta, ID | nla | nla | nla | nla | nfa"
Prewave,"Jul 28, 2025 12.57 PM",,~company that offers solutions for risk__ supply chain management prewave com plewave,prewave.com,201-500,Venture Capital,2017,,98.1,Series,Creandum,"Rothschildplatz 4; 3rd Floor; Vienna, 1020 , AT","33% | 7% | 26% | 119% | 438% | 1,085 % | 2,533% | 72%",,,"Prewave | Jul 28, 2025 12.57 PM | Prewave | ~company that offers solutions for risk__ | supply chain management | prewave com | 201-500 | 237 | Austria | Vienna | Vienna | plewave | Load contacts | ntacts | Venture Capital | 2017 | 98.1 | 67.5 | Jun 24,2024 | Series | Creandum | nla | Hedosophia | nla | nla | nla | 30 | nla | 33% | 7% | 26% | 119% | 438% | 1,085 % | 2,533% | 72% | Rothschildplatz 4; 3rd Floor; Vienna, 1020 , AT | nla | nla | nla | nia | nla"
Pricemoov,"Jul 28, 2025 12.57 PM",save | hide,offers solutions for price management __ Pricemoov is pricing software provider that pricemoov com plicemoov,pricemoov.com,51-200,Venture Capital,2016,,,Series,Bpifrance,"37 Avenue Trudaine; Paris, France 75009, FR",~6% | -21% | ~48% | ~69% | ~72% | ~46% | ~34% | 23%,,,"save | hide | Pricemoov | Jul 28, 2025 12.57 PM | offers solutions for price management __ | Pricemoov is | pricing software provider that | pricemoov com | 51-200 | France | ile-De-France | Paris | plicemoov | Load contacts | ntacts | Venture Capital | 2016 | Apr 11, 2023 | Series | Bpifrance | nla | Kima Ventures | nla | nla | nla | nla | ~6% | -21% | ~48% | ~69% | ~72% | ~46% | ~34% | 23% | 37 Avenue Trudaine; Paris, France 75009, FR | nla | nla | nla | nla | nla"
Printerous,"Jul 28, 2025 12.57 PM",save | hide,specializing in print and packaging solutions_. BZB e-procurement platform printerous com plinterous,printerous.com,51-200,Venture Capital,2015,,,Series,AddVentures by SCG,"Raya Kebayoran Lama No.333 A-B, Kebayoran Lama_",-10% | -18 % | -23% | ~43% | ~66% | ~70% | 68 %,,,"save | hide | Printerous | Jul 28, 2025 12.57 PM | specializing in print and packaging solutions_. | Printerous | BZB e-procurement platform | printerous com | 51-200 | Indonesia | ~Jakarta | West Jakarta | plinterous | Load contacts | ntacts | Venture Capital | 2015 | nla | Feb 13, 2020 | Series | AddVentures by SCG | nla | gdpventure com | nla | nla | nla | nla | -10% | -18 % | -23% | ~43% | ~66% | ~70% | 68 % | nla | RT.8/RW.2; Jakarta Barat, DKI Jakarta 11540,ID | Raya Kebayoran Lama No.333 A-B, Kebayoran Lama_ | nla | nla | nla | nla | nla"
Proggio,"Jul 28, 2025 12.57 PM",gave,Proggio is provider that offers project management software comprehensive platfor _ ploggio,proggio.com,11-50,Venture Capital,2015,,,Series,2.0 Ventures,"13 Hataas St;; Kfar Saba, Hasharon Distinct, IL",-11% | -15% | -31% | 31% | -27% | -11% | 10% | 88 % | 19%,,,"Gave | (hide | Proggio | Jul 28, 2025 12.57 PM | Proggio is | provider that offers | project management software | comprehensive platfor _ | proggio.com | 11-50 | Israel | Center | Kefar Sava | ploggio | Load contacts | ntacts | Venture Capital | 2015 | Apr 11, 2022 | Series | 2.0 Ventures | nla | Mangrove Capital | nla | nfa | nla | nla | -11% | -15% | -31% | 31% | -27% | -11% | 10% | 88 % | 19% | 13 Hataas St;; Kfar Saba, Hasharon Distinct, IL | nla | nfa | nla | nla | ~nla"
ProjectManager,"Jul 28, 2025 12.57 PM",hide,ProjectManager F ~softwa provider that offers project management comprehensi._ projectmanager:com Austin plojectmanager-com,zeusmanagement.com,11-50,Venture Capital,2008,,3.5,Series,zeusmanagement com,"3420 Executive Center Drive; Austin, Texas 78731,US",3% | 11% | 11% | 26% | 40% | 76% | -12%,,,"ave | hide | ProjectManager | Jul 28,2025 12.57 PM | ProjectManager F | ~softwa | provider that offers | project management | comprehensi._ | projectmanager:com | 11-50 | 90 | United States | (USA) | Texas | Austin | plojectmanager-com | Load contacts | ntacts | Venture Capital | 2008 | 3.5 | 3.5 | Jun 18,2014 | Series | zeusmanagement com | nla | zeusmanagement | nla | nla | nla | nla | nla | 3% | 11% | 11% | 26% | 40% | 76% | -12% | 3420 Executive Center Drive; Austin, Texas 78731,US | nla | nla | nla | nla | ~nla"
Prokeep,"Jul 28, 2025 12.57 PM",save | hide,that provides communication solutions for. customer engagement platform prokeep com New Orleans plokeep,prokeep.com,51-200,Venture Capital,2016,,34,Series,bensoncpcom,"New Orleans, LA 70115, US",6 % | ~8% | -8 % | 2% | 14% | 80% | 152% | 304% | -4%,,,"save | hide | Prokeep | Jul 28, 2025 12.57 PM | Prokeep | that provides communication solutions for. | customer engagement platform | prokeep com | 51-200 | 101 | United States | (USA) | Louisiana | New Orleans | plokeep | Load contacts | ntacts | Venture Capital | 2016 | 34 | Nov 10, 2024 | Series | bensoncpcom | nla | S3vc com | Iror | nla | nla | nla | nla | 6 % | ~8% | -8 % | 2% | 14% | 80% | 152% | 304% | -4% | New Orleans, LA 70115, US | nla | nla | nla | nla | ~nla"
Proton.ai,"Jul 28, 2025 12.57 PM",hide,Proton providing Al-powered CRM and sales providing Al-powered CRM and sales: software company that specializes Cambridge ploton-ai,proton.ai,11-50,Venture Capital,2018,,20,Series,Abstract,"160 Alewife Brook Pkwy; #1147; Cambridge, Massachusetts",6 % | 12% | 34% | 44% | 6 % | 72% | 313% | 8 %,,,"(hide | hide | Proton.ai | Jul 28, 2025 12.57 PM | Proton | providing Al-powered CRM and sales | providing Al-powered CRM and sales: | software company that specializes | proton.ai | 11-50 | United States | (USA) | Massachusetts | Cambridge | ploton-ai | Load contacts | ntacts | Venture Capital | 2018 | 20 | 20 | Jan 17, 2022 | Series A | Series | Abstract | nla | bossa | bossa invest | invest | nla | nfa | nla | nfa | nla | nla | 6 % | 12% | 34% | 44% | 6 % | 72% | 313% | 8 % | 160 Alewife Brook Pkwy; #1147; Cambridge, Massachusetts | 02138,US | nfa | nla | nfa | nla | nfa | nla | nla | nla"
