page,row_index,Status,Company,Added Date,Description,Notes,Website,Headcount,Employees,Country,Region,City,URL,Contact,Ownership Type,Founded,Total Funding,Total Funding SM,Last Funding Amount SM,Last Funding Date,Last Funding Type,Last Funding Lead Investors,Investor Type,Investors,Investments,Investment count,Historical deal size USD,Funding Rounds,Revenue SM,Profile last,viewed,3mo. headcount growth,6mo. headcount growth,Idcount growth,Iyr: headcount growth,2yr: heac,2yr: headcount growth,3yr: headcount growth,4yr: headcount growth,Syr: headcount growth,3mo. web traffic growth,Company addresses,Revenue growth 2023-2024,Revenue growth 2021-2024,Revenue growth 2024-2025,Revenue growth 2024-2027,IPO date
2,178,Beroe Inc,"Jul 28, 2025 12.57 PM",Beroe is a procurement intelligence provider,that offers Al-powered solutions to help.,beroeinc com,"501-1,000",796,United States,(USA),North Carolina,Raleigh,buroe-inc,Load contacts,ntacts,Private Equity,2006,May,2016,Series,Access Asset Managers Pr,Corporate,Access Asset Mar,nnamu,Forest,nla,84,nla,1%,4%,10%,24%,35%,47%,56 %,-15%,"1017 Main Campus Drive, Centennial Campus ; Raleigh, NC","27606, US",nla,nla,nla,nla,nla,,,,
2,179,{Kz,"Jul 28, 2025 12.57 PM",Huoban,specializes in providing digital solutions for__,software company that,huoban com,"501-1,000",China,Beijing,Beijing,%e4%bc%/99%e4_,Load contacts,ntacts,Private Equity,2012,97.9,"Dec 15, 2021",Series,Engage Capital,nla,trustbridgepartner,nla,nla,nla,nla,6%,9%,nla,5%,6%,nla,nla,~27%,"shangdisanjie; haidian; Beijing, beijing; CN",nla,nla,nla,nla,nla,,,,,,,
2,180,ave,Khide,Tuyen dung Sapo,"Jul 28, 2025 12.57 PM",Sapo Technology JSC,that provides comprehensive sales:,software company,sapo.vn,"501-1,000",348,Vietnam,Hanoi,Hanoi,~Stipo-vn,Load contacts,ntacts,Venture,Venture Capital,Capital,2008,nla,"May 14, 2020",Series,Smilegate Investment,nla,() #tin-I-,nla,nla,nla,nla,~0%,0%,0%,~1%,110%,165 %,461%,-13%,"266 Doi Can street; Ladeco Building; Hanoi, Vietnam 100OO, VN",nla,nla,nla,nla,nla,,
2,181,Scoutbee,~ul 28,2025 12.57 PM,Scoutbee is,~company that offers Al-powered solutions f_.,procurement technology,scoutbee com,11-50,United States,(USA),California,San Francisco,scoutbee,Load contacts,ntacts,Venture,Venture Capital,Capital,2015,"Jan 19, 2020",Series,42cap,nla,Lakestar,HV (,nla,nla,nla,nla,~22%,-26%,-35%,35%,-39%,~56%,-64%,-58%,nla,San Francisco,"CA 94133, US",nla,nla,nla,nla,nla,
2,182,Cave,Khid,ROI Hunter,"Jul 28, 2025 12.57 PM",ROI Hunter is,specializes in product performance,digital marketing agency that,roihunter:com,51-200,Czech Republic,South Moravian,Brno,rci-hunter,Load contacts,ntacts,Corporate,2014,5.7,5.2,"Sep 24, 2018",Series,Grupa Radiowa Agory Sp.,nla,Grupa Radiowa Ac,nla,nla,nla,nla,3%,6%,6 %,3%,-7%6,3%,33%,21%,nla,VInena,"Brno, South Moravia 602 00, CZ",nla,nla,nla,nla,nla,,
2,183,Cave,Khid,Everstream Analytics,~ul 28,2025 12.57 PM,Everstream Analytics,management company that provides.,supply chain risk,everstream.ai,"""201-500",224,United States,(USA),California,San Marcos,resilience360,Load contacts,ntacts,Private Equity,2012,Apr =,2023,Series,Morgan Stanley,Corporate,Morgan Stanley,BlueNode Inc.,nla,"""28",nla,2%,4%,1%,14%,57%,157%,nla,14%,"251 N City Dr; San Marcos, California 92078,US",nla,nla,nla,nla,nla,,
2,184,Calendly,"Jul 28, 2025 12.57 PM",that provides,Calendly is,scheduling software company,platform for automating__,calendly com,"501-1,000",558,United States,(USA),Georgia,Atlanta,cailendly,Load contacts,ntacts,Venture Capital,nla,350.6,350,"Jan 25, 2021",Series,Iconiq,Corporate,OpenView,prelude co,4.8M - 4.8M,nla,~5%,-14%,-14%,~14%,-19%,6%,100%,253%,4%,"271 I7th St NW; IOth Floor; Atlanta, Georgia 30363, US",nla,nla,nla,nia,nla,,,
2,185,Fabric,"Jul 28, 2025 12.57 PM",Fabric,that provides innovative solutions for retailer__,an automated fulfillment company,getfabric com,"""201-500",662,United States,(USA),New York,New York,fabriclogistics,Load contacts,ntacts,Private Equity,2015,336,200,"Oct 25, 2021",Series,Aliment Capital,nla,Koch Disruptive Te,nla,nla,nla,nla,2%,9%,20%,33%,37%,89%,155%,-26%,"524 Broadway; New York, New York 10012, US",nla,nla,nla,nla,nla,,,,
2,186,Prewave,"Jul 28, 2025 12.57 PM",Prewave,~company that offers solutions for risk__,supply chain management,prewave com,201-500,237,Austria,Vienna,Vienna,plewave,Load contacts,ntacts,Venture Capital,2017,98.1,67.5,"Jun 24,2024",Series,Creandum,nla,Hedosophia,nla,nla,nla,30,nla,33%,7%,26%,119%,438%,"1,085 %","2,533%",72%,"Rothschildplatz 4; 3rd Floor; Vienna, 1020 , AT",nla,nla,nla,nia,nla,,,,
2,187,Reach Accountant,"Jul 28, 2025 12.57 PM",Reach Process Outsourcing,company that offers,range of solutions:,software,reachaccountant cor,11-50,India,Tamil Nadu,Chennai,reach-accountant,Load contacts,ntacts,Venture Capital,2009,0.5,0.5,"Oct 10, 2013",Series,peakxvcom,nla,peakxvcom,nla,nla,nla,nla,nla,nla,-12%,-16%,-14%,-16%,~6%,nla,"EVOMA BUSINESS CENTRE; KR Puram; Bangalore, Karnataka","800049, IN",nla,nla,nla,nla,nla,,,,
2,188,CSEMREENRTJRA],"Jul 28,2025 12.57 PM",3VJIA is,design solutions for the home decoration a__,software company specializing in,3vjia.com,"501-1,000",183,China,Guangdong,Guangzhou,es%bg%bf%ea__,Load contacts,ntacts,Venture Capital,2013,117.6,nla,"Jun 18, 2023",Series,FENFWree+TR,nla,FANFW#Z?,nla,nla,nla,nla,nla,39%,0%,~2%,nla,18 %,84%,nla,"Cm,CSA510663, CN",nia,nia,nia,nia,,,,,,
2,189,Vinculum Group,"Jul 28,2025 12.57 PM",specializing,Vinculum Group is,omnichannel retail technolog--,SaaS provider,vinculumgroup.com,201-500,550,India,Uttar Pradesh,Noida,Iculumgroup,Load contacts,ntacts,Venture Capital,2007,"Jul 24, 2023",Series,Accel,nla,InnoVen Capital In,nla,nla,nla,nla,~0%,~2%,2%,~6%,6 %,-70,7%,8 %,12%,~24%,Vinculum Solutions Private Limited; First Floor; Tower,"TechSpace, Plot No.",Block,"Sector 62; Noida, Uttar Prades __",Candor,nla,nja,nfal,,
2,190,save,Aiperia,"Jul 28,2025 12.57 PM",supply chain optimization for the food__,AIPERIA is a software company specializing in,aiperia.com,51-200,Germany,nla,nla,planerai,Load contacts,ntacts,Venture Capital,2021,"Apr 17, 2024",Series,Earlybird Venture Capital,nla,LBBW Venture Cal,nla,nla,nla,nla,3%,1%,9%,nla,nla,nia,nia,nla,"Gitterle 2; GroBrinderfeld, Baden-Wirttemberg 97950, DE",nia,nla,nla,nia,nla,,,,,,,,
2,191,save,Tailor,"Jul 28, 2025 12.57 PM",that specializes,Tailor is .,software development company,customizable ERP _,tailor tech,11-50,141,United States,(USA),California,San Francisco,tailortech,Load contacts,ntacts,Private Equity,2021,26.3,"May 19, 2025",Series,Anri,nla,Anri,Combil,nla,nla,nla,nla,7%,42%,166 %,540%,"1,466 %",nla,-19%,"San Francisco, CA, US",nla,nla,nla,nla,nla,,,
2,192,save,ENXMIETRXTRA&,"Jul 28,2025 12.57 PM",specializing in digital economy solutions.,WelinkData,technology service provider,Th_.,welinkdata.com,51-200,China,Shanghai,Shanghai,%e4%b8%8a%e6_.,Load contacts,ntacts,Venture Capital,2007,9.6,4.5,"Nov 20, 2017",Series,nla,nla,dchien cn,nla,nla,nla,nla,nla,nla,~8 %,-8%,-11%,-17%,~32%,-17%,nla,"#D(EXAmESitIE81E23265101-13; Lim, E8m","200062, CN",nia,nia,nia,nia,nla,,
2,193,save,CLO Virtual Fashion,"Jul 28, 2025 12.57 PM",specializing in 3D garment simulation and_.,CLO Virtual Fashion is,software company,clovirtualfashion con,201-500,425,South Korea,Seoul,Seoul,clo-virtual-fashion-,inc-,Load contacts,ntacts,Private Equity,2009,40.7,34.8,"Dec 15, 2024",Series,Atinum Investment,Corporate,kdbcapital.co.kr,"SwatchOn Co., Ltc",5.7M,5.9M,nla,nla,nla,nfa,nla,nla,nla,nla,nla,~17%,Teheran-ro;,"Finance Center; Seoul, 152 06236,KR","Gangnam-gu, Seoul, Republic of Korea; Gangnam",nla,nla,nla,nla,nla
2,194,save,Smart Fabric,"Jul 28, 2025 12.57 PM",manufacturing and software solutions__,##EMU)RTTJIRA :] is a textile,sfabric com,501-,000,China,Guangdong,Shenzhen,~srart-fabric,Load contacts,ntacts,Venture Capital,2014,560,460,"Jan 13, 2025",Series C,nla,nla,hsgcap.com,nla,nla,nla,nla,6%,~5%,5%,6%,6 %,14%,33%,5%,433%,nia,Nanshan district Science and Technology Park; Shenzhen; CN,nia,nia,nia,nia,nla,,,
2,195,save,Recurrency,"Jul 28, 2025 12.57 PM",Recurrency,specializes,ERP automation solutions for__,software company that,recurrency.com,51-200,United States,(USA),California,San Francisco,recurrency-ai,Load contacts,ntacts,Venture Capital,2018,22.1,"Jan 31, 2023",Series,9Yards Capital,nla,Combinator,nla,nla,nla,nla,16 %,19%,61%,51%,35%,212%,nla,16%,"San Francisco, California 94114,US",nla,nia,nia,nia,nla,,,,
2,196,save,hide,everstox,"Jul 28, 2025 12.57 PM",~everstox is,integrated logistics solutions for eCommerc__.,logistics company that provides,everstox com,51-200,Germany,Bavaria,Munich,~everstox,Load contacts,ntacts,Venture Capital,2019,22.4,"Nov 24, 2021",Series,Acton Capital,nla,Acton Capital,nla,nla,nla,nla,-16%,-12%,-7%,~20%,1%,190%,814%,20%,"GanghoferstraBe 68b; Munich, Bavaria 80339, DE",nia,nia,nia,nia,nla,,,,,
2,197,save,Khid,Nyshex,"Jul 28, 2025 12.57 PM",NYSHEX is a logistics technology company,that provides digital infrastructure for global__.,nyshex com,51-200,United States,(USA),New York,New York,nW-york-shipping-,exchange-nyshex-,Load contacts,ntacts,Private Equity,2014,68.9,nla,"Nov 18, 2024",Series C,Blumberg Capital,nla,tectonic vc,nla,nla,nla,nla,nla,33%,3%,-13%,435%,~24%,nla,nla,-14%,"New York, NY 10004, US",nla,nla,nla,nla,nla,,
3,6,save,hide,,Ignite,"Jul 28, 2025 12.57 PM",Ignite,"that provides solutions for compliance,",is a sustainable procurement platform,ignite.no,51-200,Norway,Oslo,Oslo,igniteprocurement,Load contacts,ntacts,Venture Capital,2017,16.4,4.8,Nov,2023,Series,Arkwright X,nla,griegkapital.no,nla,nla,nla,nla,2%,2%,5%,18 %,14%,77%,212%,5%,"Nedre Vollgate 11; Sentrum; Oslo 0158,NO",nla,nla,nla,nla,nla,,
3,7,hide,Sendcloud,"Jul 28, 2025 12.57 PM",Sendcloud,that offers solutions,shipping software provider,fol,e-commerce,sendcloud com,201-500,466,Netherlands,North Brabant,Eindhoven,seindcloud,Load contacts,ntacts,Private Equity,2012,200.9,177,"Sep 14, 2021",Series,HPE Growth,Corporate,SoftBank Investme,Lox,tracey SUI,nja,40,nja,10%,9%,7%,12%,nla,50%,142%,-8 %,"Stadhuisplein 10; Eindhoven, North Brabant 5611 EM, NL",nla,nla,nla,nla,nla,
3,8,Gave,hide,,Clearstory,"Jul 28, 2025 12.57 PM",provides change order management tools fo_.,Clearstory [,software company that,clearstorybuild,51-200,United States,(USA),California,San Francisco,e)tracker,Load contacts,ntacts,Venture Capital,2018,33.8,"Jun 26, 2024",Series,Building Ventures,Corporate,Building Ventures,DataStreet,nja,nla,7%,20%,24%,51%,nla,nfa,nla,167%,San Francisco,"California, US",nla,nla,nla,nla,nla,,,
3,9,hide,Axelor,"Jul 28, 2025 12.57 PM",Axelor =,Open Source business application suite_,software company that offers an,axelorcom,51-200,136,France,ile-De-France,Paris,arelor,Load contacts,ntacts,Venture Capital,2005,10.5,10.5,May,2022,Series,Elevation Capital Partners,nla,Elevation Capital F,nja,nla,nja,nja,-1%,-4%,4%,-17%,-11%,88 %,189%,231%,22%,"Paris, FR",nla,nla,nla,nla,nla,,
3,10,hide,Nexite,"Jul 28, 2025 12.57 PM",specializing in loT and Al solutions for fashio_,Nexite,retail technology company,nexite.io,51-200,Israel,Tel Aviv,Tel,Aviv-Yafo,nexiteretail,Load contacts,ntacts,Venture Capital,2017,100,May,2022,Series,Battery Ventures,nla,Saban Ventures,nla,nla,nja,nja,5 %,10%,12%,nfa,nla,nla,nla,nla,"126 Igal Alon; Tel Aviv, Tel Aviv, IL",nla,nla,nla,nla,nla,,,,
3,11,hide,Deliverect,"Jul 28, 2025 12.57 PM",specializing in food tech solutions for_,Deliverect,technology provider,deliverect com,201-500,453,Belgium,Flanders,Ghent,duliverecthq,Load contacts,ntacts,Venture Capital,2018,236.8,150,"Jan 23, 2022",Series,Alkeon Capital,Corporate,Newion,Redp,Tabesto by Delivel,nja,nja,1%,~2%,-4%,4%,6 %,-1%,124%,538%,-10%,"Foreestelaan 82 bus 101; Ghent, Flemish Region 9000, BE",nfa,nla,nfa,nla,nla,,,
3,12,hide,Celus,"Jul 28, 2025 12.57 PM",specializing in electronics design solutions I.,CELUS GmbH is =,technology company,celus io,51-200,Germany,Bavaria,Munich,caintunity,Load contacts,ntacts,Venture Capital,2018,31.6,25.5,Jul %,2022,Series,2xN,nla,Plug and Play Tecl,nja,nla,nja,nja,nla,0%,24%,35%,116 %,236 %,266 %,55%,"RidlerstraBe 57; Munich, Bavaria 80339, DE",nla,nla,nla,nla,nla,,,,
3,13,Kinexon,"Jul 28, 2025 12.57 PM",specializing in industrial automation solution:,KINEXON i,technology company,kinexon com,201-500,211,Germany,Bavaria,Munich,kinexon,Load contacts,ntacts,Private Equity,2012,147.8,130,"Apr 25, 2022",Series,BMW i Ventures,nla,EIT Digital,Eul,nla,nla,nja,29,nja,-4%,-10%,-11%,11%,-17%,-16 %,13%,23%,~20%,"Schellingstr: 35; Munich, Bavaria 80799,DE",nla,nla,nla,nla,nla,,
3,14,hide,Sendoso,"Jul 28, 2025 12.57 PM",Sendoso is,specializes in personalized gifting solutions.,corporate gifting service that,sendoso.com,201-500,399,United States,(USA),California,San Francisco,seindoso,Load contacts,ntacts,Venture Capital,2016,152.7,100,"Sep 13, 2021",Series,Craft Ventures,Corporate,Storm Ventures,Alyce by Sendoso,nja,43,nja,2%,-1%,1%,~2%,-2%,-16 %,-49%,-16 %,43%,9%,"447 Battery St; Floor 2; San Francisco, California 94111, US",nla,nla,nla,nla,nla,
3,15,EXA Kehu,"Jul 28, 2025 12.57 PM",KEHU is a technology company specializing in,distribution automation solutions:,offers,kehutech com,51-200,China,Shanghai,Jing'An,kehutech,Load contacts,ntacts,Venture Capital,2015,"Feb 26, 2019",Series,French Partners,nla,French Partners,nja,nla,nja,nja,nla,nla,-3%,3%,6 %,nla,6 %,3%,nla,"Cinda Building, 1399 West Beijing Road, JingAn District,","Shanghai, China; #EI, 7F,","#ZK, Ei4i 200000,CN",nfa,nla,nfa,nla,nla,,,,,
3,16,autone,"Jul 28, 2025 12.57 PM",specializing in inventory management _,Autone is,white-collar service company,autone.io,51-200,United Kingdom,(UK),England,London,alitoneautone,Load contacts,ntacts,Venture Capital,2021,21.2,16.9,"Oct 15, 2024",Series,2100 Ventures,nla,Motier Ventures,nla,nla,nja,nja,5 %,27%,151%,420%,'500%,nfa,nfa,-2%,"London, England, GB",nla,nla,nla,nla,nla,,,,,
3,17,hide,Logcomex,"Jul 28, 2025 12.57 PM",Logcomex is a logistics technology company,that provides software solutions for planning_,logcomex com,201-500,386,Brazil,Parana,Industrial,Cidade,De.,logcomex,Load contacts,ntacts,Private Equity,2016,44.5,33.6,"Nov 21, 2023",Series,Alexia Ventures,nla,bossa invest,nla,nla,nja,nja,4%,6 %,12%,23%,14%,118 %,451%,nla,Avenida Candido de Abreu 70; Torre,"80530-000, BR","andar; Curitiba, Parana",nla,nla,nla,nla,nla,
3,18,Elmt+RuaMtr A&),"Jul 28, 2025 12.57 PM","Shanghai Elitesland Software System Co., Ltd.",consulting and software development__.,elitesland.com,"501-1,000",China,Shanghai,Qingpu,sciftware-system _,stianghai-elitesland-,Load contacts,ntacts,Venture Capital,2004,14.9,nia,May,2023,Series,songyuancap com,Corporate,songyuancap com,Shanghai Guanglir,3.2M -,3.2M,22,nja,-0%,8 %,3%,0%,5%,nla,16 %,nla,"137t2815887521+[R+OOLZATEZE; Amg, Lim, CN",nla,nla,nla,nla,nla,,,,
3,19,PT Esensi Solusi Buana (ESB),"Jul 28, 2025 12.57 PM",Esensi Solusi Buana,that,specializes in providing cloud-based _,technology company,esb.id,201-500,351,Indonesia,Banten,Tangerang,pI-esensi-solusi -,buana,Load contacts,ntacts,Private Equity,2018,39.6,"Aug 28, 2022",Series,Alpha JWC Ventures,nla,Alpha JWC Ventur,nja,nla,nja,nja,3%,7%,-1%,1%,-12%,58 %,290%,nfa,5%,Tangerang; ID,nfa,nla,nfa,nla,nla,,,
3,20,Gave,hide,Hiboo,Jul 28,2025 12.57 PM,Hiboo,in equipment management solutions:,software company that specializes,offer__,hiboo.io,11-50,France,ile-De-France,Paris,boohq,Load contacts,ntacts,Private Equity,2017,10.2,Jan,2024,Series,chaussonfinance com,nla,emerald-ventures.,nja,nla,nla,nja,1%,2%,15%,28 %,153%,285%,478 %,30%,"Place du Colonel Bourgoin; Paris, Ile-de-France 75012 , FR",nla,nla,nla,nla,8,,
3,21,hide,Zeroboard,"Jul 28, 2025 12.57 PM",Zeroboard Inc.,and software solutions provider that:,sustainability consulting,zeroboard jp,51-200,Japan,Tokyo,Minato City,#roboard,Load contacts,ntacts,Venture Capital,2021,17.9,17.9,"Feb 26, 2023",Series,Coral Capital,nla,DBJ Capital,nja,nla,nja,nja,-5%,-2%,6 %,57%,nla,nla,nla,nla,"108-0073, JP","=0=TAS-27; RTMa=@vt> Eilpi1on; @E, RrT",nla,nla,nla,nla,nla,,,,
3,22,Procol,Jul,2025 12.57 PM,Procol is,that offers,procurement software company,suite of solutions designed to_,procol.io,51-200,167,United States,(USA),New York,New York,pl ocoltech,Load contacts,ntacts,Venture Capital,2022,17.1,6.5,"Sep 12, 2022",Series,Alarko Ventures,nla,Rainmatter by Zerc,nja,nla,nla,nja,12%,14%,23%,19%,135%,438%,351%,6 %,"415 Lexington Ave; New York; NY 10017, US",nla,nla,nla,nla,nla,,
3,23,Simbe,"Jul 28, 2025 12.57 PM",specializing in retail solutions. They offer _,Simbe Robotics,technology company,simberobotics com,51-200,United States,(USA),California,South San,Francisco,si nbe-robotics-inc,Load contacts,ntacts,Private Equity,2014,104,"Oct 23, 2024",Series,eclipse capital,nla,Pillar VC,Valo,nja,nla,nla,nja,21%,51%,89%,167%,145%,152%,193%,5%,"385 Oyster Point Blvd; STE #2; South San Francisco, California","94080,US",nfa,nla,nfa,nla,nla,,,
3,24,hide,Aeb,"Jul 28, 2025 12.57 PM",AEB is a software company specializing in,global trade ad,logistics solutions They_,aeb.com,"501-1,000",871,Germany,Wurttemberg,Baden -,Stuttgart,arb,Load contacts,ntacts,Private Equity,1979,41.7,14.2,Aug,2009,Series,Agman,Corporate,Flagship Pioneerin,nja,nla,nja,nja,1%,8 %,14%,26 %,31%,54%,59%,20%,DE,"Sigmaringer StraBe 109; Stuttgart; Baden-Wirttemberg 70567,",nla,nla,nla,nla,nla,
3,25,Cheetah,"Jul 28, 2025 12.57 PM",specializing in eCommerce solutions for the.,Cheetah is a technology company,gocheetah com,51-200,129,United States,(USA),California,San Francisco,chieetah,Load contacts,ntacts,Venture Capital,2014,127.7,nla,"Mar 12 , 2024",Series,FJ Labs,Corporate,Iconiq,Com,jmdfood.com,nja,nja,nla,nla,nfa,nla,nfa,nla,nfa,nla,nfa,56 %,"351 9th Street; Suite 302; San Francisco, CA 94103,US",nla,nla,nla,nla,nla,,,
3,26,Milkman Technologies,"Jul 28, 2025 12.57 PM",technology provider specializing,Milkman Technologies is =,logistics,last-mile.,milkmantechnologie:,51-200,Italy,nla,nla,milkman-deliveries,Load contacts,ntacts,Venture Capital,2015,35.8,27.3,"May 21, 2020",Series,360 Capital,nla,Poste Italiane,nla,nla,nja,nja,-4%,-22%,22%,36 %,435%,38 %,31%,-18 %,4%,"Europe, IT",nla,nla,nla,nla,nla,,,,
3,27,Ekos,Jul,2025 12.57 PM,specializing in beverage management _,Ekos Software Inc.,technology provider,goekos com,51-200,United States,(USA),North Carolina,Charlotte,guekos,Load contacts,ntacts,Private Equity,2014,29.5,"Dec 19, 2021",Series,Catalyst Investors,nla,Lighter Capital,nja,nla,nja,nja,nla,2%,-5%,5%,-7%,~1%,49%,102%,29%,"2520 N Brevard St; Suite 200; Charlotte , North Carolina 28205,",US,nfa,nla,nfa,nla,nla,,,
3,28,Smartwyre,"Jul 28, 2025 12.57 PM",Smartwyre is an agricultural technology,company that provides software solutions,smartwyre com,51-200,United States,(USA),Colorado,Denver,srnartwyre,Load contacts,ntacts,Venture Capital,2018,13.5,10.5,Sep,2021,Series,Anterra Capital,nla,Anterra Capital,nla,nla,nja,nja,-4%,-5%,3%,27%,97%,232%,361%,7%,"2301 Blake St; Denver; Colorado 80205, US",nla,nla,nla,nla,nla,,,,,
3,29,Vesper,"Jul 28, 2025 12.57 PM",that provides businesses with real-time.,Vesper i,commodity intelligence platform,vespertool com,51-200,116,Netherlands,North Holland,Amsterdam,vespertool,Load contacts,ntacts,Venture Capital,2018,5.8,nla,"Nov 28, 2023",Series,Keen Venture Partners,nla,Piton Capital,nja,nla,nja,nja,0%,3%,11%,38 %,39%,286 %,792%,"Vijzelstraat 79; Amsterdam, Noord Holland 1017HG, NL",nla,nla,nla,nla,nla,,,,,,
3,30,hide,,Mercateam,"Jul 28, 2025 12.57 PM",Mercateam is,software provider that offers solutions for__,workforce management,merca.team,11-50,France,ile-De-France,Paris,mercateam-france,Load contacts,ntacts,Venture Capital,2020,6.8,"Jun 10, 2024",Series,Isai,nla,Kima Ventures,nja,nla,nja,nla,2%,nla,nfa,16%,16 %,63%,113%,276 %,716 %,-21%,"11, Rue du Perche; Paris, ile-de-France 75003,FR",nla,nla,nla,nla,nla,,,
3,31,Pixibo,"Jul 28, 2025 12.57 PM",Pixibo is a technology company specializing,in size and fit solutions for the fashion retail _,wearepixibo.com,11-50,nla,Singapore,nla,nla,pixibo,Load contacts,ntacts,Venture Capital,2016,2.4,"Feb 23, 2021",Series,Atlas Ventures,nla,starttoday jp,nja,nla,nja,nja,nla,nla,nfa,nla,nla,nla,nla,nla,nla,nla,nfa,nla,nla,nla,nla,,,,,,
3,32,GoComet,"Jul 28, 2025 12.57 PM",specializing in supply chain management.,GoComet is a logistics software provider,gocometcom,201-500,242,United States,(USA),New Jersey,Newark,gu-comet,Load contacts,ntacts,Venture Capital,2017,9.5,"Feb 7, 2022",Series,Atlas Ventures,nla,Leo Capital,nja,nla,nja,nja,12%,23%,34%,58 %,46 %,152%,365%,-17%,"243 Broadway #9188, Newark; NJ 07104; Newark, NJ 07104, US",nla,nla,nla,nla,nla,,,,,,
3,33,Livespace,"Jul 28, 2025 12.57 PM",Livespace is,offers,comprehensive platform designed -,CRM software provider that,livespace.io,11-50,Poland,Masovian,Voivodeship,Warsaw,Iin 'espace,Load contacts,ntacts,Private Equity,2013,3.2,2.5,"Feb 29, 2024",Series,Aria,nja,Google for Startup,nja,nla,nja,nja,3%,F1%,1%,43%,73%,68 %,103%,126 %,-17%,"Rejtana; 17/12; Warszawa, Mazowieckie 02-516, PL",nla,nla,nla,nla,nla,,,
3,34,hidt,Knowledgehook,"Jul 28, 2025 12.57 PM",company that provides innovative software_,Knowledgehook is an educational technology,knowledgehookcom,51-200,Canada,Ontario,Toronto,owledgehook-inc,Load contacts,ntacts,Venture Capital,2014,22.5,20,"Oct 15, 2020",Series,Ideal Ventures Studio,nla,Nicoya Ventures,nla,nla,nja,nja,41%,-4%,-16 %,-16%,-18 %,~25%,19%,154%,nla,"79 Wellington St W; 1620; Toronto, Ontario M5J, CA",nla,nla,nla,nla,,,,,,
